MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974446,37.7924833,2.8230000
MsgID.LOCAL_VELOCITY,0.0000000,2.3000000,0.2100000,0.7200000
MsgID.LOCAL_POSITION,11.0330000,0.3207332,0.7666618,-2.8233509
MsgID.LOCAL_VELOCITY,11.0330000,2.3096983,0.2152087,0.7281024
MsgID.GLOBAL_POSITION,0.0000000,-122.3974455,37.7924911,2.7620000
MsgID.LOCAL_VELOCITY,0.0000000,3.8500000,-0.0600000,-0.5500000
MsgID.LOCAL_POSITION,11.2830000,1.1873002,0.6920891,-2.7628887
MsgID.LOCAL_VELOCITY,11.2830000,3.8514991,-0.0660245,-0.5517554
MsgID.GLOBAL_POSITION,0.0000000,-122.3974477,37.7925017,2.9180000
MsgID.LOCAL_VELOCITY,0.0000000,4.9000000,-0.2600000,-0.8500000
MsgID.LOCAL_POSITION,11.5330000,2.3599453,0.4955577,-2.9187295
MsgID.LOCAL_VELOCITY,11.5330000,4.9019113,-0.2662114,-0.8588846
MsgID.GLOBAL_POSITION,0.0000000,-122.3974471,37.7925133,3.0240000
MsgID.LOCAL_VELOCITY,0.0000000,5.3200000,-0.3200000,-0.3500000
MsgID.LOCAL_POSITION,11.7820000,3.6499999,0.5472879,-3.0246630
MsgID.LOCAL_VELOCITY,11.7820000,5.3238468,-0.3277741,-0.3570886
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7925253,3.0200000
MsgID.LOCAL_VELOCITY,0.0000000,5.7600000,-0.4000000,0.0700000
MsgID.LOCAL_POSITION,12.0320000,4.9844999,0.4795963,-3.0205145
MsgID.LOCAL_VELOCITY,12.0320000,5.7687387,-0.4051450,0.0771837
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7925376,2.9750000
MsgID.LOCAL_VELOCITY,0.0000000,6.2300000,-0.5100000,0.1800000
MsgID.LOCAL_POSITION,12.2830000,6.3492122,0.3593717,-2.9757402
MsgID.LOCAL_VELOCITY,12.2830000,6.2305059,-0.5187777,0.1838629
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7925530,2.9620000
MsgID.LOCAL_VELOCITY,0.0000000,6.1700000,-0.5800000,0.0700000
MsgID.LOCAL_POSITION,12.5330000,8.0699263,0.2154488,-2.9622214
MsgID.LOCAL_VELOCITY,12.5330000,6.1771469,-0.5840930,0.0780265
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7925647,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,4.7300000,-0.4700000,0.0300000
MsgID.LOCAL_POSITION,12.7830000,9.3647146,0.2403496,-2.9805770
MsgID.LOCAL_VELOCITY,12.7830000,4.7385135,-0.4796028,0.0319059
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,13.0330000,10.3617229,0.0138844,-3.0062163
MsgID.LOCAL_VELOCITY,13.0330000,2.8728511,-0.2028008,0.1377031
MsgID.GLOBAL_POSITION,0.0000000,-122.3974531,37.7925737,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,2.8700000,-0.2000000,0.1300000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974522,37.7925789,3.0130000
MsgID.LOCAL_VELOCITY,0.0000000,2.1800000,0.7900000,0.1500000
MsgID.LOCAL_POSITION,13.2840000,10.9382839,0.0898929,-3.0139229
MsgID.LOCAL_VELOCITY,13.2840000,2.1837165,0.7937201,0.1529621
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7925835,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,1.6200000,1.9600000,0.2800000
MsgID.LOCAL_POSITION,13.5340000,11.4499216,0.4322408,-2.9997351
MsgID.LOCAL_VELOCITY,13.5340000,1.6269325,1.9603330,0.2850046
MsgID.GLOBAL_POSITION,0.0000000,-122.3974407,37.7925863,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,1.0500000,2.8600000,0.2400000
MsgID.LOCAL_POSITION,13.7840000,11.7635841,1.1134058,-2.9732814
MsgID.LOCAL_VELOCITY,13.7840000,1.0508755,2.8662753,0.2429174
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974322,37.7925883,2.9640000
MsgID.LOCAL_VELOCITY,0.0000000,0.3900000,3.8200000,0.0200000
MsgID.LOCAL_POSITION,14.0350000,11.9863453,1.8712857,-2.9647737
MsgID.LOCAL_VELOCITY,14.0350000,0.3920315,3.8259051,0.0278612
MsgID.GLOBAL_POSITION,0.0000000,-122.3974222,37.7925881,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1200000,4.5100000,-0.0300000
MsgID.LOCAL_POSITION,14.2840000,11.9645548,2.7618501,-2.9857142
MsgID.LOCAL_VELOCITY,14.2840000,-0.1288350,4.5168924,-0.0390145
MsgID.GLOBAL_POSITION,0.0000000,-122.3974052,37.7925860,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6300000,5.1200000,0.0600000
MsgID.LOCAL_POSITION,14.5350000,11.7290745,4.2726674,-2.9961495
MsgID.LOCAL_VELOCITY,14.5350000,-0.6336429,5.1214356,0.0634882
MsgID.GLOBAL_POSITION,0.0000000,-122.3973933,37.7925852,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0700000,5.6200000,0.0400000
MsgID.LOCAL_POSITION,14.7840000,11.6432333,5.3273702,-2.9847958
MsgID.LOCAL_VELOCITY,14.7840000,-1.0729518,5.6273069,0.0419847
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973758,37.7925824,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5800000,6.0600000,0.0400000
MsgID.LOCAL_POSITION,15.0350000,11.3288364,6.8830209,-2.9791775
MsgID.LOCAL_VELOCITY,15.0350000,-1.5849628,6.0645633,0.0435305
MsgID.GLOBAL_POSITION,0.0000000,-122.3973591,37.7925785,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9500000,5.7600000,0.0000000
MsgID.LOCAL_POSITION,15.2840000,10.9021759,8.3657417,-2.9746597
MsgID.LOCAL_VELOCITY,15.2840000,-1.9540457,5.7644181,0.0040948
MsgID.GLOBAL_POSITION,0.0000000,-122.3973451,37.7925739,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7300000,4.0700000,0.0100000
MsgID.LOCAL_POSITION,15.5350000,10.3810101,9.6176338,-2.9718668
MsgID.LOCAL_VELOCITY,15.5350000,-1.7312608,4.0671005,0.0165870
MsgID.GLOBAL_POSITION,0.0000000,-122.3973361,37.7925720,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2800000,2.3700000,-0.0400000
MsgID.LOCAL_POSITION,15.7860000,10.1734915,10.4141407,-2.9743881
MsgID.LOCAL_VELOCITY,15.7860000,-1.2831283,2.3732038,-0.0408027
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973302,37.7925680,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0500000,1.5900000,-0.0200000
MsgID.LOCAL_POSITION,16.0350000,9.7302999,10.9418449,-2.9716151
MsgID.LOCAL_VELOCITY,16.0350000,-2.0558987,1.5932654,-0.0204572
MsgID.LOCAL_POSITION,16.2850000,8.9384966,11.2429409,-2.9706867
MsgID.LOCAL_VELOCITY,16.2850000,-3.1019580,1.0961546,-0.0695037
MsgID.GLOBAL_POSITION,0.0000000,-122.3973268,37.7925609,2.9700000
MsgID.LOCAL_VELOCITY,0.0000000,-3.1000000,1.0900000,-0.0600000
MsgID.LOCAL_POSITION,16.5370000,8.1582460,11.3435688,-2.9664440
MsgID.LOCAL_VELOCITY,16.5370000,-3.9509978,0.4969516,-0.0295704
MsgID.GLOBAL_POSITION,0.0000000,-122.3973256,37.7925538,2.9660000
MsgID.LOCAL_VELOCITY,0.0000000,-3.9500000,0.4900000,-0.0200000
MsgID.LOCAL_POSITION,16.7860000,7.2107081,11.5885429,-2.9563761
MsgID.LOCAL_VELOCITY,16.7860000,-4.6378055,0.0010988,-0.1076000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973229,37.7925453,2.9560000
MsgID.LOCAL_VELOCITY,0.0000000,-4.6300000,0.0000000,-0.1000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,17.0370000,5.7275109,11.5206900,-2.9546175
MsgID.LOCAL_VELOCITY,17.0370000,-5.3011131,-0.5281838,-0.1334649
MsgID.GLOBAL_POSITION,0.0000000,-122.3973237,37.7925320,2.9540000
MsgID.LOCAL_VELOCITY,0.0000000,-5.3000000,-0.5200000,-0.1300000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973282,37.7925192,2.9610000
MsgID.LOCAL_VELOCITY,0.0000000,-5.8000000,-1.0000000,-0.1600000
MsgID.LOCAL_POSITION,17.2870000,4.3091679,11.1144600,-2.9618552
MsgID.LOCAL_VELOCITY,17.2870000,-5.8097057,-1.0078368,-0.1650500
MsgID.GLOBAL_POSITION,0.0000000,-122.3973315,37.7925061,2.9910000
MsgID.LOCAL_VELOCITY,0.0000000,-6.1800000,-1.4000000,-0.1500000
MsgID.LOCAL_POSITION,17.5380000,2.8516138,10.8229961,-2.9918373
MsgID.LOCAL_VELOCITY,17.5380000,-6.1840625,-1.4059131,-0.1533271
MsgID.GLOBAL_POSITION,0.0000000,-122.3973337,37.7924945,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-5.5600000,-1.4100000,-0.0200000
MsgID.LOCAL_POSITION,17.7890000,1.5692306,10.6249580,-2.9948385
MsgID.LOCAL_VELOCITY,17.7890000,-5.5692444,-1.4103118,-0.0202073
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973377,37.7924820,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-3.7900000,-1.1500000,0.0400000
MsgID.LOCAL_POSITION,18.0380000,0.1808836,10.2689228,-2.9887159
MsgID.LOCAL_VELOCITY,18.0380000,-3.7998574,-1.1525432,0.0441516
MsgID.GLOBAL_POSITION,0.0000000,-122.3973386,37.7924757,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-2.1800000,-0.8700000,-0.0300000
MsgID.LOCAL_POSITION,18.2890000,-0.5194274,10.1880226,-2.9900582
MsgID.LOCAL_VELOCITY,18.2890000,-2.1822793,-0.8775561,-0.0381525
MsgID.GLOBAL_POSITION,0.0000000,-122.3973422,37.7924711,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4600000,-1.6900000,0.0900000
MsgID.LOCAL_POSITION,18.5380000,-1.0356529,9.8727713,-2.9850335
MsgID.LOCAL_VELOCITY,18.5380000,-1.4606415,-1.6988921,0.0964412
MsgID.GLOBAL_POSITION,0.0000000,-122.3973507,37.7924682,2.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0500000,-2.8000000,0.0000000
MsgID.LOCAL_POSITION,18.7880000,-1.3570757,9.1124153,-2.9686017
MsgID.LOCAL_VELOCITY,18.7880000,-1.0500798,-2.8005860,0.0076751
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973601,37.7924655,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4900000,-3.7900000,-0.1100000
MsgID.LOCAL_POSITION,19.0390000,-1.6609139,8.2823448,-2.9734035
MsgID.LOCAL_VELOCITY,19.0390000,-0.4933269,-3.7924685,-0.1121966
MsgID.GLOBAL_POSITION,0.0000000,-122.3973692,37.7924655,2.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-4.4500000,-0.1000000
MsgID.LOCAL_POSITION,19.2900000,-1.6546618,7.4752011,-2.9781828
MsgID.LOCAL_VELOCITY,19.2900000,-0.0269105,-4.4586668,-0.1088686
MsgID.GLOBAL_POSITION,0.0000000,-122.3973864,37.7924674,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.4500000,-5.1400000,-0.1100000
MsgID.LOCAL_POSITION,19.5400000,-1.4454958,5.9450831,-2.9903567
MsgID.LOCAL_VELOCITY,19.5400000,0.4595589,-5.1473136,-0.1101999
MsgID.GLOBAL_POSITION,0.0000000,-122.3974014,37.7924685,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.8200000,-5.6500000,-0.0400000
MsgID.LOCAL_POSITION,19.7900000,-1.3265698,4.6119266,-2.9861100
MsgID.LOCAL_VELOCITY,19.7900000,0.8201706,-5.6548276,-0.0477350
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,20.0400000,-1.0576901,3.1067038,-2.9618011
MsgID.LOCAL_VELOCITY,20.0400000,1.2700306,-6.0992317,-0.0244332
MsgID.GLOBAL_POSITION,0.0000000,-122.3974183,37.7924709,2.9610000
MsgID.LOCAL_VELOCITY,0.0000000,1.2700000,-6.0900000,-0.0200000
MsgID.LOCAL_POSITION,20.2900000,-0.7563366,1.7431470,-2.9632182
MsgID.LOCAL_VELOCITY,20.2900000,1.5965985,-5.7763562,-0.1022036
MsgID.GLOBAL_POSITION,0.0000000,-122.3974336,37.7924736,2.9630000
MsgID.LOCAL_VELOCITY,0.0000000,1.5900000,-5.7700000,-0.1000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924764,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,1.4300000,-4.1000000,-0.0700000
MsgID.LOCAL_POSITION,20.5400000,-0.4507778,0.5405418,-2.9845202
MsgID.LOCAL_VELOCITY,20.5400000,1.4313610,-4.1046457,-0.0705093
MsgID.GLOBAL_POSITION,0.0000000,-122.3974543,37.7924802,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,1.0300000,-2.4000000,-0.0200000
